日付,source_url,機種,台番,差枚,G数,出率
2026-03-01,https://min-repo.com/2951671/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,240,1157,8477,104.5%
2026-03-01,https://min-repo.com/2951671/,パチスロハイパーラッシュ,238,602,6049,103.3%
2026-03-01,https://min-repo.com/2951671/,L絶対衝激IV,438,463,864,117.9%
2026-03-01,https://min-repo.com/2951671/,ニューパルサーSP4 with 太鼓の達人,239,139,3251,101.4%
2026-03-01,https://min-repo.com/2951671/,Lラブ嬢3～Wご指名はいかがですか?～,440,139,3169,101.5%
2026-03-01,https://min-repo.com/2951671/,Lソードアート・オンライン,439,-500,576,65.2%
2026-03-01,https://min-repo.com/2951671/,スマスロ ドルアーガの塔,436,-1000,6955,93.8%
2026-03-01,https://min-repo.com/2951671/,バーニングエクスプレス,437,-1500,1728,66.1%
2026-03-01,https://min-repo.com/2951671/,クランキークレスト,237,0,0,-
2026-03-02,https://min-repo.com/2955272/,Lラブ嬢3～Wご指名はいかがですか?～,440,3102,3786,127.3%
2026-03-02,https://min-repo.com/2955272/,ニューパルサーSP4 with 太鼓の達人,239,1713,5309,110.8%
2026-03-02,https://min-repo.com/2955272/,スマスロ ドルアーガの塔,436,417,5679,102.4%
2026-03-02,https://min-repo.com/2955272/,Lソードアート・オンライン,439,370,1235,110%
2026-03-02,https://min-repo.com/2955272/,L絶対衝激IV,438,278,247,137.5%
2026-03-02,https://min-repo.com/2955272/,パチスロハイパーラッシュ,238,93,3251,101%
2026-03-02,https://min-repo.com/2955272/,バーニングエクスプレス,437,-46,1276,98.8%
2026-03-02,https://min-repo.com/2955272/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,240,-250,2634,94.7%
2026-03-02,https://min-repo.com/2955272/,クランキークレスト,237,0,0,-
2026-03-03,https://min-repo.com/2955653/,Lソードアート・オンライン,439,324,1975,105.5%
2026-03-03,https://min-repo.com/2955653/,L絶対衝激IV,438,-93,700,95.6%
2026-03-03,https://min-repo.com/2955653/,バーニングエクスプレス,437,-250,1358,88.6%
2026-03-03,https://min-repo.com/2955653/,パチスロハイパーラッシュ,238,-500,3086,92.5%
2026-03-03,https://min-repo.com/2955653/,スマスロ ドルアーガの塔,436,-1000,2840,85.9%
2026-03-03,https://min-repo.com/2955653/,ニューパルサーSP4 with 太鼓の達人,239,-1000,5103,91.8%
2026-03-03,https://min-repo.com/2955653/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,240,-1500,5514,89.9%
2026-03-03,https://min-repo.com/2955653/,Lラブ嬢3～Wご指名はいかがですか?～,440,-2000,5021,84%
2026-03-03,https://min-repo.com/2955653/,クランキークレスト,237,0,0,-
2026-03-04,https://min-repo.com/2958083/,パチスロハイパーラッシュ,238,1898,3663,117.3%
2026-03-04,https://min-repo.com/2958083/,L絶対衝激IV,438,-46,247,93.8%
2026-03-04,https://min-repo.com/2958083/,Lソードアート・オンライン,439,-100,2058,97.7%
2026-03-04,https://min-repo.com/2958083/,忍魂参～奥義皆伝ノ章～,437,-1000,2634,83%
2026-03-04,https://min-repo.com/2958083/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,240,-1500,2305,73.9%
2026-03-04,https://min-repo.com/2958083/,ニューパルサーSP4 with 太鼓の達人,239,-1500,5185,87.8%
2026-03-04,https://min-repo.com/2958083/,スマスロ ドルアーガの塔,440,-2500,5226,83.5%
2026-03-04,https://min-repo.com/2958083/,クランキークレスト,237,0,0,-
2026-03-04,https://min-repo.com/2958083/,スマスロとある科学の超電磁砲2,436,0,0,-
2026-03-05,https://min-repo.com/2959680/,L絶対衝激IV,438,1019,2263,115%
2026-03-05,https://min-repo.com/2959680/,スマスロとある科学の超電磁砲2,436,787,5967,104.4%
2026-03-05,https://min-repo.com/2959680/,スマスロ ドルアーガの塔,440,509,2510,106.8%
2026-03-05,https://min-repo.com/2959680/,ニューパルサーSP4 with 太鼓の達人,239,185,6749,100.9%
2026-03-05,https://min-repo.com/2959680/,Lソードアート・オンライン,439,-250,741,83.4%
2026-03-05,https://min-repo.com/2959680/,パチスロハイパーラッシュ,238,-1000,1523,77.7%
2026-03-05,https://min-repo.com/2959680/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,240,-1000,2387,82.5%
2026-03-05,https://min-repo.com/2959680/,忍魂参～奥義皆伝ノ章～,437,-1500,7243,90.8%
2026-03-05,https://min-repo.com/2959680/,クランキークレスト,237,0,0,-
2026-03-06,https://min-repo.com/2961692/,忍魂参～奥義皆伝ノ章～,437,1250,5103,108.2%
2026-03-06,https://min-repo.com/2961692/,パチスロハイパーラッシュ,238,972,4568,107.1%
2026-03-06,https://min-repo.com/2961692/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,240,278,6914,101.3%
2026-03-06,https://min-repo.com/2961692/,スマスロ ドルアーガの塔,440,231,1358,105.7%
2026-03-06,https://min-repo.com/2961692/,Lソードアート・オンライン,439,185,5761,101.1%
2026-03-06,https://min-repo.com/2961692/,L絶対衝激IV,438,-200,165,53.3%
2026-03-06,https://min-repo.com/2961692/,ニューパルサーSP4 with 太鼓の達人,239,-1000,4403,91.2%
2026-03-06,https://min-repo.com/2961692/,スマスロとある科学の超電磁砲2,436,-3000,6049,82.1%
2026-03-06,https://min-repo.com/2961692/,クランキークレスト,237,0,0,-
2026-03-07,https://min-repo.com/2963748/,L絶対衝激IV,438,1667,2016,127.6%
2026-03-07,https://min-repo.com/2963748/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,240,926,8395,103.7%
2026-03-07,https://min-repo.com/2963748/,パチスロハイパーラッシュ,238,602,4938,104.1%
2026-03-07,https://min-repo.com/2963748/,ニューパルサーSP4 with 太鼓の達人,239,-250,1646,91.6%
2026-03-07,https://min-repo.com/2963748/,Lソードアート・オンライン,439,-250,7654,98%
2026-03-07,https://min-repo.com/2963748/,スマスロ ドルアーガの塔,440,-500,3374,95%
2026-03-07,https://min-repo.com/2963748/,クランキークレスト,237,-750,4856,93.3%
2026-03-07,https://min-repo.com/2963748/,忍魂参～奥義皆伝ノ章～,437,-2000,4156,81.1%
2026-03-07,https://min-repo.com/2963748/,スマスロとある科学の超電磁砲2,436,-4000,4856,70.8%
2026-03-08,https://min-repo.com/2965854/,スマスロとある科学の超電磁砲2,436,3750,6584,119%
2026-03-08,https://min-repo.com/2965854/,忍魂参～奥義皆伝ノ章～,437,2083,5391,112.9%
2026-03-08,https://min-repo.com/2965854/,パチスロハイパーラッシュ,238,833,2757,110.1%
2026-03-08,https://min-repo.com/2965854/,クランキークレスト,237,324,3663,102.9%
2026-03-08,https://min-repo.com/2965854/,ニューパルサーSP4 with 太鼓の達人,239,324,4815,102.2%
2026-03-08,https://min-repo.com/2965854/,スマスロ ドルアーガの塔,440,-100,3621,98.7%
2026-03-08,https://min-repo.com/2965854/,L絶対衝激IV,438,-1000,988,62.5%
2026-03-08,https://min-repo.com/2965854/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,240,-1500,5844,89.4%
2026-03-08,https://min-repo.com/2965854/,Lソードアート・オンライン,439,-2000,3169,75.2%
2026-03-09,https://min-repo.com/2967977/,クランキークレスト,237,1620,6461,108.4%
2026-03-09,https://min-repo.com/2967977/,L絶対衝激IV,438,556,1111,116.7%
2026-03-09,https://min-repo.com/2967977/,ニューパルサーSP4 with 太鼓の達人,239,231,2510,103.1%
2026-03-09,https://min-repo.com/2967977/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,240,139,6790,100.7%
2026-03-09,https://min-repo.com/2967977/,パチスロハイパーラッシュ,238,-500,2798,91.2%
2026-03-09,https://min-repo.com/2967977/,忍魂参～奥義皆伝ノ章～,437,-1000,2840,83.7%
2026-03-09,https://min-repo.com/2967977/,スマスロ ドルアーガの塔,440,-1000,4774,89.7%
2026-03-09,https://min-repo.com/2967977/,スマスロとある科学の超電磁砲2,436,-1500,4815,87.8%
2026-03-09,https://min-repo.com/2967977/,Lソードアート・オンライン,439,-2000,2016,66.3%
2026-03-10,https://min-repo.com/2970174/,L絶対衝激IV,438,1157,1605,124%
2026-03-10,https://min-repo.com/2970174/,クランキークレスト,237,694,4362,105.3%
2026-03-10,https://min-repo.com/2970174/,Lソードアート・オンライン,439,694,3704,106.2%
2026-03-10,https://min-repo.com/2970174/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,240,278,3416,102.7%
2026-03-10,https://min-repo.com/2970174/,パチスロハイパーラッシュ,238,139,3004,101.5%
2026-03-10,https://min-repo.com/2970174/,スマスロとある科学の超電磁砲2,436,-750,4979,94.1%
2026-03-10,https://min-repo.com/2970174/,スマスロ ドルアーガの塔,440,-1000,3992,90.3%
2026-03-10,https://min-repo.com/2970174/,忍魂参～奥義皆伝ノ章～,437,-1500,1811,71%
2026-03-10,https://min-repo.com/2970174/,ニューパルサーSP4 with 太鼓の達人,239,-1500,6091,90.4%
2026-03-11,https://min-repo.com/2971833/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,240,2315,5926,113%
2026-03-11,https://min-repo.com/2971833/,ニューパルサーSP4 with 太鼓の達人,239,1898,7613,108.3%
2026-03-11,https://min-repo.com/2971833/,パチスロハイパーラッシュ,238,-46,2469,99.4%
2026-03-11,https://min-repo.com/2971833/,クランキークレスト,237,-200,4362,98.2%
2026-03-11,https://min-repo.com/2971833/,忍魂参～奥義皆伝ノ章～,437,-500,3663,95.4%
2026-03-11,https://min-repo.com/2971833/,L絶対衝激IV,438,-750,2428,87.3%
2026-03-11,https://min-repo.com/2971833/,スマスロ ドルアーガの塔,440,-1000,3457,87.5%
2026-03-11,https://min-repo.com/2971833/,Lソードアート・オンライン,439,-1000,1852,75.8%
2026-03-11,https://min-repo.com/2971833/,スマスロとある科学の超電磁砲2,436,-2500,5473,82.5%
2026-03-12,https://min-repo.com/2974040/,クランキークレスト,237,2222,6955,110.6%
2026-03-12,https://min-repo.com/2974040/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,240,93,4156,100.7%
2026-03-12,https://min-repo.com/2974040/,ニューパルサーSP4 with 太鼓の達人,239,-250,2140,93.5%
2026-03-12,https://min-repo.com/2974040/,パチスロハイパーラッシュ,238,-250,658,76.5%
2026-03-12,https://min-repo.com/2974040/,スマスロ ドルアーガの塔,231,-500,6008,96.7%
2026-03-12,https://min-repo.com/2974040/,忍魂参～奥義皆伝ノ章～,437,-1500,3416,82.4%
2026-03-12,https://min-repo.com/2974040/,スマスロとある科学の超電磁砲2,436,-2500,3992,78.7%
2026-03-12,https://min-repo.com/2974040/,L絶対衝激IV,438,-2500,2181,60.4%
2026-03-13,https://min-repo.com/2976121/,スマスロとある科学の超電磁砲2,436,5602,6255,129.9%
2026-03-13,https://min-repo.com/2976121/,クランキークレスト,237,2315,6667,111.6%
2026-03-13,https://min-repo.com/2976121/,L絶対衝激IV,438,-200,3539,97.8%
2026-03-13,https://min-repo.com/2976121/,忍魂参～奥義皆伝ノ章～,437,-500,2551,92.7%
2026-03-13,https://min-repo.com/2976121/,パチスロハイパーラッシュ,238,-750,2016,84.7%
2026-03-13,https://min-repo.com/2976121/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,240,-750,4198,92.3%
2026-03-13,https://min-repo.com/2976121/,スマスロ ドルアーガの塔,231,-1000,2469,80%
2026-03-13,https://min-repo.com/2976121/,ニューパルサーSP4 with 太鼓の達人,239,-2000,2963,76%
2026-03-14,https://min-repo.com/2978484/,クランキークレスト,237,1667,4815,111.5%
2026-03-14,https://min-repo.com/2978484/,L絶対衝激IV,438,463,2675,105.8%
2026-03-14,https://min-repo.com/2978484/,スマスロ ドルアーガの塔,231,324,4979,102.2%
2026-03-14,https://min-repo.com/2978484/,パチスロハイパーラッシュ,238,185,3951,101.6%
2026-03-14,https://min-repo.com/2978484/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,240,-1000,3704,90.8%
2026-03-14,https://min-repo.com/2978484/,忍魂参～奥義皆伝ノ章～,437,-1000,2922,84.7%
2026-03-14,https://min-repo.com/2978484/,ニューパルサーSP4 with 太鼓の達人,239,-1500,4403,85.3%
2026-03-14,https://min-repo.com/2978484/,スマスロとある科学の超電磁砲2,436,-2500,6379,86.9%
2026-03-15,https://min-repo.com/2980227/,忍魂参～奥義皆伝ノ章～,437,4815,4979,132.2%
2026-03-15,https://min-repo.com/2980227/,クランキークレスト,237,1620,3045,117.7%
2026-03-15,https://min-repo.com/2980227/,スマスロとある科学の超電磁砲2,436,-500,6173,97.3%
2026-03-15,https://min-repo.com/2980227/,ニューパルサーSP4 with 太鼓の達人,239,-500,4280,95.7%
2026-03-15,https://min-repo.com/2980227/,パチスロハイパーラッシュ,238,-500,1358,81.8%
2026-03-15,https://min-repo.com/2980227/,L絶対衝激IV,438,-1000,1070,68.3%
2026-03-15,https://min-repo.com/2980227/,スマスロ ドルアーガの塔,231,-1000,2222,84%
2026-03-15,https://min-repo.com/2980227/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,240,-1000,2469,85.6%
2026-03-16,https://min-repo.com/2982462/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,240,2037,7449,109.1%
2026-03-16,https://min-repo.com/2982462/,スマスロとある科学の超電磁砲2,436,324,6091,101.8%
2026-03-16,https://min-repo.com/2982462/,ニューパルサーSP4 with 太鼓の達人,239,-100,5432,99.1%
2026-03-16,https://min-repo.com/2982462/,L絶対衝激IV,438,-500,741,75%
2026-03-16,https://min-repo.com/2982462/,忍魂参～奥義皆伝ノ章～,437,-500,741,68.8%
2026-03-16,https://min-repo.com/2982462/,クランキークレスト,237,-750,2551,89.7%
2026-03-16,https://min-repo.com/2982462/,スマスロ ドルアーガの塔,231,-1000,2222,83.3%
2026-03-16,https://min-repo.com/2982462/,パチスロハイパーラッシュ,238,-1000,1152,65.2%
2026-03-17,https://min-repo.com/2985774/,クランキークレスト,237,1667,4362,112.7%
2026-03-17,https://min-repo.com/2985774/,スマスロ ドルアーガの塔,231,324,2140,105%
2026-03-17,https://min-repo.com/2985774/,忍魂参～奥義皆伝ノ章～,437,-1000,2058,82%
2026-03-17,https://min-repo.com/2985774/,L絶対衝激IV,438,-1500,1440,61.4%
2026-03-17,https://min-repo.com/2985774/,スマスロとある科学の超電磁砲2,436,-3000,3951,72.3%
2026-03-17,https://min-repo.com/2985774/,パチスロハイパーラッシュ,238,0,0,-
2026-03-17,https://min-repo.com/2985774/,ニューパルサーSP4 with 太鼓の達人,239,0,0,-
2026-03-17,https://min-repo.com/2985774/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,240,0,0,-
2026-03-18,https://min-repo.com/2986785/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,1806,4568,113.2%
2026-03-18,https://min-repo.com/2986785/,クランキークレスト,237,1620,3333,116.2%
2026-03-18,https://min-repo.com/2986785/,忍魂参～奥義皆伝ノ章～,437,926,1975,115.6%
2026-03-18,https://min-repo.com/2986785/,スマスロとある科学の超電磁砲2,436,417,4198,103.3%
2026-03-18,https://min-repo.com/2986785/,スマスロ ドルアーガの塔,231,-500,1440,88.2%
2026-03-18,https://min-repo.com/2986785/,ニューパルサーSP4 with 太鼓の達人,238,-1000,3004,87.2%
2026-03-18,https://min-repo.com/2986785/,L絶対衝激IV,438,-1500,2305,73.2%
2026-03-18,https://min-repo.com/2986785/,この素晴らしい世界に祝福を！,240,0,0,-
2026-03-19,https://min-repo.com/2988354/,スマスロ ドルアーガの塔,231,2685,2058,143.5%
2026-03-19,https://min-repo.com/2988354/,この素晴らしい世界に祝福を！,240,278,3210,102.9%
2026-03-19,https://min-repo.com/2988354/,ニューパルサーSP4 with 太鼓の達人,238,93,3169,101%
2026-03-19,https://min-repo.com/2988354/,クランキークレスト,237,-93,5309,99.4%
2026-03-19,https://min-repo.com/2988354/,L絶対衝激IV,438,-250,1564,94.1%
2026-03-19,https://min-repo.com/2988354/,スマスロとある科学の超電磁砲2,436,-1000,741,54.2%
2026-03-19,https://min-repo.com/2988354/,忍魂参～奥義皆伝ノ章～,437,-1000,1317,69.5%
2026-03-19,https://min-repo.com/2988354/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,-1000,2140,79.8%
2026-03-20,https://min-repo.com/2990420/,スマスロとある科学の超電磁砲2,436,4907,7202,122.7%
2026-03-20,https://min-repo.com/2990420/,ニューパルサーSP4 with 太鼓の達人,238,787,6914,103.8%
2026-03-20,https://min-repo.com/2990420/,忍魂参～奥義皆伝ノ章～,437,741,4403,105.6%
2026-03-20,https://min-repo.com/2990420/,この素晴らしい世界に祝福を！,240,93,8889,100.3%
2026-03-20,https://min-repo.com/2990420/,スマスロ ドルアーガの塔,231,-46,1934,99.2%
2026-03-20,https://min-repo.com/2990420/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,-250,5473,98.3%
2026-03-20,https://min-repo.com/2990420/,クランキークレスト,237,-250,5556,98.1%
2026-03-20,https://min-repo.com/2990420/,L絶対衝激IV,438,-1000,905,59.1%
2026-03-21,https://min-repo.com/2992980/,ニューパルサーSP4 with 太鼓の達人,238,2083,6132,111.3%
2026-03-21,https://min-repo.com/2992980/,この素晴らしい世界に祝福を！,240,1620,7860,106.9%
2026-03-21,https://min-repo.com/2992980/,クランキークレスト,237,1065,3169,111.2%
2026-03-21,https://min-repo.com/2992980/,L絶対衝激IV,438,-100,1399,96.7%
2026-03-21,https://min-repo.com/2992980/,忍魂参～奥義皆伝ノ章～,437,-1500,4486,88%
2026-03-21,https://min-repo.com/2992980/,スマスロとある科学の超電磁砲2,436,-1500,6667,91.7%
2026-03-21,https://min-repo.com/2992980/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,-1500,5350,89%
2026-03-21,https://min-repo.com/2992980/,スマスロ ドルアーガの塔,231,-2000,4527,83.3%
2026-03-22,https://min-repo.com/2994387/,忍魂参～奥義皆伝ノ章～,437,4907,5103,132.1%
2026-03-22,https://min-repo.com/2994387/,クランキークレスト,237,694,5062,104.6%
2026-03-22,https://min-repo.com/2994387/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,370,5103,102.4%
2026-03-22,https://min-repo.com/2994387/,この素晴らしい世界に祝福を！,240,231,4033,101.9%
2026-03-22,https://min-repo.com/2994387/,ニューパルサーSP4 with 太鼓の達人,238,-250,5638,98.4%
2026-03-22,https://min-repo.com/2994387/,スマスロ ドルアーガの塔,231,-750,3045,90.9%
2026-03-22,https://min-repo.com/2994387/,スマスロとある科学の超電磁砲2,436,-1000,4979,90.1%
2026-03-22,https://min-repo.com/2994387/,L絶対衝激IV,438,-1500,3045,82.8%
2026-03-23,https://min-repo.com/2996603/,この素晴らしい世界に祝福を！,240,694,2551,109.1%
2026-03-23,https://min-repo.com/2996603/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,370,4609,102.7%
2026-03-23,https://min-repo.com/2996603/,スマスロ ドルアーガの塔,231,-46,1193,98.7%
2026-03-23,https://min-repo.com/2996603/,L絶対衝激IV,438,-93,412,92.5%
2026-03-23,https://min-repo.com/2996603/,クランキークレスト,237,-250,1934,95.2%
2026-03-23,https://min-repo.com/2996603/,スマスロとある科学の超電磁砲2,436,-1000,6872,94.8%
2026-03-23,https://min-repo.com/2996603/,忍魂参～奥義皆伝ノ章～,437,-1000,1111,68%
2026-03-23,https://min-repo.com/2996603/,ニューパルサーSP4 with 太鼓の達人,238,-1500,6049,90.6%
2026-03-24,https://min-repo.com/2998713/,忍魂参～奥義皆伝ノ章～,437,3472,3292,135.2%
2026-03-24,https://min-repo.com/2998713/,クランキークレスト,237,833,6502,104.3%
2026-03-24,https://min-repo.com/2998713/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,93,4239,100.7%
2026-03-24,https://min-repo.com/2998713/,ニューパルサーSP4 with 太鼓の達人,238,-1000,4609,91.6%
2026-03-24,https://min-repo.com/2998713/,スマスロ ドルアーガの塔,231,-1000,1852,77.5%
2026-03-24,https://min-repo.com/2998713/,スマスロとある科学の超電磁砲2,436,-1000,5226,91.1%
2026-03-24,https://min-repo.com/2998713/,L絶対衝激IV,438,-1000,5556,91.7%
2026-03-24,https://min-repo.com/2998713/,この素晴らしい世界に祝福を！,240,-1500,4774,88.4%
2026-03-25,https://min-repo.com/3002105/,スマスロ ドルアーガの塔,231,2130,5062,114%
2026-03-25,https://min-repo.com/3002105/,L絶対衝激IV,438,139,988,104.7%
2026-03-25,https://min-repo.com/3002105/,クランキークレスト,237,93,5761,100.5%
2026-03-25,https://min-repo.com/3002105/,ニューパルサーSP4 with 太鼓の達人,238,93,5267,100.6%
2026-03-25,https://min-repo.com/3002105/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,-200,2551,97%
2026-03-25,https://min-repo.com/3002105/,この素晴らしい世界に祝福を！,240,-250,206,40.1%
2026-03-25,https://min-repo.com/3002105/,忍魂参～奥義皆伝ノ章～,437,-500,1029,83.5%
2026-03-25,https://min-repo.com/3002105/,スマスロとある科学の超電磁砲2,436,-2000,4362,83.4%
2026-03-26,https://min-repo.com/3003085/,スマスロとある科学の超電磁砲2,436,509,4486,103.8%
2026-03-26,https://min-repo.com/3003085/,クランキークレスト,237,-250,3210,96.2%
2026-03-26,https://min-repo.com/3003085/,L絶対衝激IV,438,-250,2757,95%
2026-03-26,https://min-repo.com/3003085/,この素晴らしい世界に祝福を！,240,-500,1235,86.3%
2026-03-26,https://min-repo.com/3003085/,スマスロ ドルアーガの塔,231,-500,4815,96.2%
2026-03-26,https://min-repo.com/3003085/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,-500,4115,94.8%
2026-03-26,https://min-repo.com/3003085/,ニューパルサーSP4 with 太鼓の達人,238,-750,2222,88.2%
2026-03-26,https://min-repo.com/3003085/,忍魂参～奥義皆伝ノ章～,437,-3500,7654,82.7%
2026-03-27,https://min-repo.com/3004842/,忍魂参～奥義皆伝ノ章～,437,3750,9259,113.5%
2026-03-27,https://min-repo.com/3004842/,この素晴らしい世界に祝福を！,240,2083,5391,112.9%
2026-03-27,https://min-repo.com/3004842/,クランキークレスト,237,1667,5432,110.2%
2026-03-27,https://min-repo.com/3004842/,スマスロとある科学の超電磁砲2,436,1343,6091,107.3%
2026-03-27,https://min-repo.com/3004842/,L絶対衝激IV,438,278,947,109.8%
2026-03-27,https://min-repo.com/3004842/,スマスロ ドルアーガの塔,440,278,2840,103.3%
2026-03-27,https://min-repo.com/3004842/,ニューパルサーSP4 with 太鼓の達人,238,-750,3992,92.7%
2026-03-27,https://min-repo.com/3004842/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,-750,5638,94.3%
2026-03-27,https://min-repo.com/3004842/,L主役は銭形5,439,-1000,2510,86.5%
2026-03-28,https://min-repo.com/3006997/,L主役は銭形5,439,5093,3210,152.9%
2026-03-28,https://min-repo.com/3006997/,忍魂参～奥義皆伝ノ章～,437,370,823,115%
2026-03-28,https://min-repo.com/3006997/,クランキークレスト,237,93,5638,100.5%
2026-03-28,https://min-repo.com/3006997/,この素晴らしい世界に祝福を！,240,-46,7284,99.8%
2026-03-28,https://min-repo.com/3006997/,スマスロとある科学の超電磁砲2,436,-200,7243,98.9%
2026-03-28,https://min-repo.com/3006997/,スマスロ ドルアーガの塔,440,-750,1070,74%
2026-03-28,https://min-repo.com/3006997/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,-1500,6173,90%
2026-03-28,https://min-repo.com/3006997/,L絶対衝激IV,438,-1500,2963,78.1%
2026-03-28,https://min-repo.com/3006997/,ニューパルサーSP4 with 太鼓の達人,238,-2000,2881,73.7%
2026-03-29,https://min-repo.com/3009000/,ニューパルサーSP4 with 太鼓の達人,238,1713,5473,110.4%
2026-03-29,https://min-repo.com/3009000/,この素晴らしい世界に祝福を！,240,1111,5309,107%
2026-03-29,https://min-repo.com/3009000/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,787,7737,103.4%
2026-03-29,https://min-repo.com/3009000/,クランキークレスト,237,-200,2140,96.4%
2026-03-29,https://min-repo.com/3009000/,L絶対衝激IV,438,-750,2058,85%
2026-03-29,https://min-repo.com/3009000/,スマスロとある科学の超電磁砲2,436,-750,5144,93.7%
2026-03-29,https://min-repo.com/3009000/,スマスロ ドルアーガの塔,440,-1500,4156,87.4%
2026-03-29,https://min-repo.com/3009000/,忍魂参～奥義皆伝ノ章～,437,-2000,4115,82.4%
2026-03-29,https://min-repo.com/3009000/,L主役は銭形5,439,-4000,3580,59.1%
2026-03-30,https://min-repo.com/3011061/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,46,5761,100.3%
2026-03-30,https://min-repo.com/3011061/,L絶対衝激IV,438,-200,206,62.6%
2026-03-30,https://min-repo.com/3011061/,L主役は銭形5,439,-250,1152,86.6%
2026-03-30,https://min-repo.com/3011061/,ニューパルサーSP4 with 太鼓の達人,238,-750,7819,96.2%
2026-03-30,https://min-repo.com/3011061/,スマスロ ドルアーガの塔,440,-750,2798,89%
2026-03-30,https://min-repo.com/3011061/,忍魂参～奥義皆伝ノ章～,437,-1000,1687,79.9%
2026-03-30,https://min-repo.com/3011061/,この素晴らしい世界に祝福を！,240,-1000,3498,89.9%
2026-03-30,https://min-repo.com/3011061/,クランキークレスト,237,-1000,1193,66.4%
2026-03-30,https://min-repo.com/3011061/,スマスロとある科学の超電磁砲2,436,-2500,6132,83.9%
2026-03-31,https://min-repo.com/3013196/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,1389,6049,107.7%
2026-03-31,https://min-repo.com/3013196/,スマスロとある科学の超電磁砲2,436,1204,6914,105.8%
2026-03-31,https://min-repo.com/3013196/,L絶対衝激IV,438,787,1193,122%
2026-03-31,https://min-repo.com/3013196/,スマスロ ドルアーガの塔,440,694,3374,106.9%
2026-03-31,https://min-repo.com/3013196/,ニューパルサーSP4 with 太鼓の達人,238,139,7778,100.6%
2026-03-31,https://min-repo.com/3013196/,この素晴らしい世界に祝福を！,240,-500,6255,96.3%
2026-03-31,https://min-repo.com/3013196/,クランキークレスト,237,-1500,3992,84.9%
2026-03-31,https://min-repo.com/3013196/,L主役は銭形5,439,-2000,2428,69.5%
2026-03-31,https://min-repo.com/3013196/,忍魂参～奥義皆伝ノ章～,437,-2000,3621,78.7%
2026-04-01,https://min-repo.com/3015169/,クランキークレスト,237,1481,5720,108.6%
2026-04-01,https://min-repo.com/3015169/,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,239,1111,4609,108%
2026-04-01,https://min-repo.com/3015169/,ニューパルサーSP4 with 太鼓の達人,238,-93,2757,98.9%
2026-04-01,https://min-repo.com/3015169/,L絶対衝激IV,438,-200,288,73.3%
2026-04-01,https://min-repo.com/3015169/,スマスロ ドルアーガの塔,440,-200,2798,97.2%
2026-04-01,https://min-repo.com/3015169/,スマスロとある科学の超電磁砲2,436,-1000,1893,76.4%
2026-04-01,https://min-repo.com/3015169/,この素晴らしい世界に祝福を！,240,-1500,4774,89%
2026-04-01,https://min-repo.com/3015169/,忍魂参～奥義皆伝ノ章～,437,-1500,1893,71.5%
2026-04-01,https://min-repo.com/3015169/,L主役は銭形5,439,-2000,3745,81.9%
2026-04-02,https://min-repo.com/3017165/,クランキークレスト,237,3009,6872,114.6%
2026-04-02,https://min-repo.com/3017165/,スマスロとある科学の超電磁砲2,436,2824,4774,119.7%
2026-04-02,https://min-repo.com/3017165/,L主役は銭形5,439,417,3663,103.8%
