日付,source_url,機種,平均差枚,平均G数,勝率,出率
2026-03-29,https://min-repo.com/3009000/,スマスロ鉄拳6,2107,5790,7/10,112.1%
2026-03-29,https://min-repo.com/3009000/,L ToLOVEるダークネス,2083,3457,2/3,120.1%
2026-03-29,https://min-repo.com/3009000/,スマスロ 攻殻機動隊,1768,8683,4/5,106.8%
2026-03-29,https://min-repo.com/3009000/,ハッピージャグラーＶＩＩＩ,1621,6882,2/3,107.9%
2026-03-29,https://min-repo.com/3009000/,スマスロ ゴッドイーター リザレクション,1312,4993,3/3,108.8%
2026-03-29,https://min-repo.com/3009000/,スマスロ 甲鉄城のカバネリ 海門決戦,675,8417,9/21,102.7%
2026-03-29,https://min-repo.com/3009000/,スマスロ化物語,455,7016,3/6,102.2%
2026-03-29,https://min-repo.com/3009000/,ウルトラミラクルジャグラー,445,3386,2/5,104.4%
2026-03-29,https://min-repo.com/3009000/,クレアの秘宝伝～はじまりの扉と太陽の石～ボーナストリガーver.,417,3889,1/2,103.6%
2026-03-29,https://min-repo.com/3009000/,キングハナハナ-30,371,3176,1/2,103.9%
2026-03-29,https://min-repo.com/3009000/,スマスロ ハナビ,355,6029,2/6,102%
2026-03-29,https://min-repo.com/3009000/,バーサスリヴァイズ,301,5659,2/2,101.8%
2026-03-29,https://min-repo.com/3009000/,スマスロ サンダーV,176,6873,2/5,100.9%
2026-03-29,https://min-repo.com/3009000/,Lパチスロ炎炎ノ消防隊2,155,6241,11/20,100.8%
2026-03-29,https://min-repo.com/3009000/,いざ！番長,139,3087,2/3,101.5%
2026-03-29,https://min-repo.com/3009000/,機種,平均差枚,平均G数,勝率,出率
2026-03-29,https://min-repo.com/3009000/,L無職転生～異世界行ったら本気だす～,62,3560,2/6,100.6%
2026-03-29,https://min-repo.com/3009000/,スマスロ新鬼武者3,37,2502,2/5,100.5%
2026-03-29,https://min-repo.com/3009000/,ジャグラーガールズSS,-46,4363,4/8,99.6%
2026-03-29,https://min-repo.com/3009000/,LBパチスロ ヱヴァンゲリヲン～約束の扉～,-93,6132,1/2,99.5%
2026-03-29,https://min-repo.com/3009000/,吉宗,-100,2305,2/4,98.5%
2026-03-29,https://min-repo.com/3009000/,ネオアイムジャグラーEX,-100,4279,21/54,99.1%
2026-03-29,https://min-repo.com/3009000/,スマスロ北斗の拳 転生の章2,-200,5210,13/36,98.6%
2026-03-29,https://min-repo.com/3009000/,ファンキージャグラー２ＫＴ,-200,4403,4/12,98.2%
2026-03-29,https://min-repo.com/3009000/,沖ドキ！BLACK,-250,3951,11/26,97.5%
2026-03-29,https://min-repo.com/3009000/,マイジャグラーV,-250,5330,14/41,97.9%
2026-03-29,https://min-repo.com/3009000/,ゴーゴージャグラー３,-250,5473,9/24,98%
2026-03-29,https://min-repo.com/3009000/,Lゴブリンスレイヤー,-250,4095,2/6,97.2%
2026-03-29,https://min-repo.com/3009000/,L戦国乙女４　戦乱に閃く炯眼の軍師,-250,4877,1/4,97.2%
2026-03-29,https://min-repo.com/3009000/,ニューキングハナハナV‐30,-250,2281,3/9,93.9%
2026-03-29,https://min-repo.com/3009000/,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,-250,5941,2/11,97.5%
2026-03-29,https://min-repo.com/3009000/,機種,平均差枚,平均G数,勝率,出率
2026-03-29,https://min-repo.com/3009000/,SHAKE BONUS TRIGGER,-500,5011,0/4,96.3%
2026-03-29,https://min-repo.com/3009000/,沖ドキ!ゴージャス 30Φ,-500,4444,2/9,95.8%
2026-03-29,https://min-repo.com/3009000/,L不二子BT,-500,2603,1/4,92.6%
2026-03-29,https://min-repo.com/3009000/,アレックス ブライト,-500,2356,1/4,91.8%
2026-03-29,https://min-repo.com/3009000/,ミスタージャグラー,-500,3895,1/4,94.6%
2026-03-29,https://min-repo.com/3009000/,A-SLOT+ ディスクアップ ULTRAREMIX,-500,7078,0/2,96.6%
2026-03-29,https://min-repo.com/3009000/,Lパチスロ革命機ヴァルヴレイヴ2,-750,3718,5/20,92.7%
2026-03-29,https://min-repo.com/3009000/,Lアズールレーン THE ANIMATION,-750,4012,1/4,92.9%
2026-03-29,https://min-repo.com/3009000/,プリズムナナ,-750,2647,0/3,88.3%
2026-03-29,https://min-repo.com/3009000/,スマスロ モンスターハンターライズ,-750,6324,2/6,95%
2026-03-29,https://min-repo.com/3009000/,Lスマスロ北斗の拳,-750,2323,2/9,86.3%
2026-03-29,https://min-repo.com/3009000/,L範馬刃牙,-1000,3020,0/5,88.2%
2026-03-29,https://min-repo.com/3009000/,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,-1000,2826,1/3,86%
2026-03-29,https://min-repo.com/3009000/,スマスロモンキーターンV,-1000,3470,3/16,88.4%
2026-03-29,https://min-repo.com/3009000/,スマスロ バイオハザード5,-1000,2620,0/3,84.3%
2026-03-29,https://min-repo.com/3009000/,機種,平均差枚,平均G数,勝率,出率
2026-03-29,https://min-repo.com/3009000/,パチスロ　甲鉄城のカバネリ,-1250,4046,0/3,89.7%
2026-03-29,https://min-repo.com/3009000/,スマスロ 東京リベンジャーズ,-1250,1955,0/2,77.9%
2026-03-29,https://min-repo.com/3009000/,L東京喰種,-1250,5500,6/20,92.1%
2026-03-29,https://min-repo.com/3009000/,L少女☆歌劇 レヴュースタァライト -The SLOT-,-1250,3827,0/3,88.6%
2026-03-29,https://min-repo.com/3009000/,スマスロ スーパーブラックジャック,-1250,4019,1/3,88.9%
2026-03-29,https://min-repo.com/3009000/,スマスロ秘宝伝,-1500,3416,0/2,84.9%
2026-03-29,https://min-repo.com/3009000/,スマスロバジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,-1500,2181,0/2,73.8%
2026-03-29,https://min-repo.com/3009000/,Lパチスロ かぐや様は告らせたい,-2250,2724,0/5,72.4%
2026-03-30,https://min-repo.com/3011061/,パチスロ　甲鉄城のカバネリ,1049,3909,2/3,108.9%
2026-03-30,https://min-repo.com/3011061/,Lスマスロ北斗の拳,844,3530,4/9,108%
2026-03-30,https://min-repo.com/3011061/,L不二子BT,833,2644,2/4,110.5%
2026-03-30,https://min-repo.com/3011061/,バーサスリヴァイズ,694,3539,2/2,106.5%
2026-03-30,https://min-repo.com/3011061/,スマスロ サンダーV,546,5103,3/5,103.6%
2026-03-30,https://min-repo.com/3011061/,スマスロ スーパーブラックジャック,494,2620,2/3,106.3%
2026-03-30,https://min-repo.com/3011061/,ミスタージャグラー,440,4935,1/4,103%
2026-03-30,https://min-repo.com/3011061/,スマスロ ゴッドイーター リザレクション,386,2716,1/3,104.7%
2026-03-30,https://min-repo.com/3011061/,L戦国乙女４　戦乱に閃く炯眼の軍師,324,1996,2/4,105.4%
2026-03-30,https://min-repo.com/3011061/,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,293,2483,2/3,103.9%
2026-03-30,https://min-repo.com/3011061/,ジャグラーガールズSS,289,3598,5/8,102.7%
2026-03-30,https://min-repo.com/3011061/,スマスロモンキーターンV,240,3663,5/16,102.2%
2026-03-30,https://min-repo.com/3011061/,Lパチスロ革命機ヴァルヴレイヴ2,236,2089,7/20,103.8%
2026-03-30,https://min-repo.com/3011061/,ニューキングハナハナV‐30,226,7362,5/9,101%
2026-03-30,https://min-repo.com/3011061/,L少女☆歌劇 レヴュースタァライト -The SLOT-,185,3141,2/3,102%
2026-03-30,https://min-repo.com/3011061/,機種,平均差枚,平均G数,勝率,出率
2026-03-30,https://min-repo.com/3011061/,スマスロ秘宝伝,70,3416,1/2,100.7%
2026-03-30,https://min-repo.com/3011061/,マイジャグラーV,-63,3386,13/41,99.4%
2026-03-30,https://min-repo.com/3011061/,プリズムナナ,-77,2167,2/3,98.8%
2026-03-30,https://min-repo.com/3011061/,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,-89,2110,3/11,98.6%
2026-03-30,https://min-repo.com/3011061/,クレアの秘宝伝～はじまりの扉と太陽の石～ボーナストリガーver.,-93,5576,0/2,99.4%
2026-03-30,https://min-repo.com/3011061/,Lゴブリンスレイヤー,-100,665,2/6,95%
2026-03-30,https://min-repo.com/3011061/,SHAKE BONUS TRIGGER,-100,2819,2/4,98.8%
2026-03-30,https://min-repo.com/3011061/,吉宗,-150,936,1/4,94.6%
2026-03-30,https://min-repo.com/3011061/,L範馬刃牙,-150,790,1/5,93.4%
2026-03-30,https://min-repo.com/3011061/,L無職転生～異世界行ったら本気だす～,-150,2737,1/6,97.9%
2026-03-30,https://min-repo.com/3011061/,ネオアイムジャグラーEX,-200,3175,14/54,97.6%
2026-03-30,https://min-repo.com/3011061/,スマスロバジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,-200,1235,0/2,93.7%
2026-03-30,https://min-repo.com/3011061/,スマスロ モンスターハンターライズ,-200,4053,3/6,98%
2026-03-30,https://min-repo.com/3011061/,A-SLOT+ ディスクアップ ULTRAREMIX,-250,8148,1/2,98.6%
2026-03-30,https://min-repo.com/3011061/,スマスロ北斗の拳 転生の章2,-250,3509,11/36,96.6%
2026-03-30,https://min-repo.com/3011061/,機種,平均差枚,平均G数,勝率,出率
2026-03-30,https://min-repo.com/3011061/,ゴーゴージャグラー３,-250,4025,9/24,96.8%
2026-03-30,https://min-repo.com/3011061/,スマスロ鉄拳6,-250,3864,3/10,96.4%
2026-03-30,https://min-repo.com/3011061/,沖ドキ！BLACK,-250,3534,9/26,95.9%
2026-03-30,https://min-repo.com/3011061/,ファンキージャグラー２ＫＴ,-250,3601,4/12,95.7%
2026-03-30,https://min-repo.com/3011061/,ハッピージャグラーＶＩＩＩ,-500,2952,1/3,94.3%
2026-03-30,https://min-repo.com/3011061/,LBパチスロ ヱヴァンゲリヲン～約束の扉～,-500,6276,0/2,97.2%
2026-03-30,https://min-repo.com/3011061/,スマスロ化物語,-500,3484,2/6,94.6%
2026-03-30,https://min-repo.com/3011061/,ウルトラミラクルジャグラー,-500,4250,0/5,95.6%
2026-03-30,https://min-repo.com/3011061/,スマスロ新鬼武者3,-500,2173,1/5,90.5%
2026-03-30,https://min-repo.com/3011061/,Lパチスロ炎炎ノ消防隊2,-500,3210,3/20,93.1%
2026-03-30,https://min-repo.com/3011061/,スマスロ バイオハザード5,-500,1276,1/3,80.6%
2026-03-30,https://min-repo.com/3011061/,スマスロ 甲鉄城のカバネリ 海門決戦,-750,8432,6/21,96.4%
2026-03-30,https://min-repo.com/3011061/,スマスロ ハナビ,-750,3464,0/6,91.1%
2026-03-30,https://min-repo.com/3011061/,キングハナハナ-30,-750,4600,0/2,93.3%
2026-03-30,https://min-repo.com/3011061/,アレックス ブライト,-1000,3765,0/4,91%
2026-03-30,https://min-repo.com/3011061/,機種,平均差枚,平均G数,勝率,出率
2026-03-30,https://min-repo.com/3011061/,Lアズールレーン THE ANIMATION,-1000,2829,0/4,87.3%
2026-03-30,https://min-repo.com/3011061/,沖ドキ!ゴージャス 30Φ,-1000,4865,3/9,92.5%
2026-03-30,https://min-repo.com/3011061/,スマスロ 東京リベンジャーズ,-1000,1564,0/2,75.3%
2026-03-30,https://min-repo.com/3011061/,いざ！番長,-1250,3567,1/3,87.9%
2026-03-30,https://min-repo.com/3011061/,L東京喰種,-1250,4319,1/20,89.2%
2026-03-30,https://min-repo.com/3011061/,Lパチスロ かぐや様は告らせたい,-1750,2691,0/5,77.9%
2026-03-30,https://min-repo.com/3011061/,L ToLOVEるダークネス,-1750,2771,0/3,77%
2026-03-30,https://min-repo.com/3011061/,スマスロ 攻殻機動隊,-2750,5654,0/5,83.6%
2026-03-31,https://min-repo.com/3013196/,L ToLOVEるダークネス,2947,4239,3/3,123.2%
2026-03-31,https://min-repo.com/3013196/,パチスロ　甲鉄城のカバネリ,1605,7394,2/3,107.2%
2026-03-31,https://min-repo.com/3013196/,L無職転生～異世界行ったら本気だす～,949,3663,4/6,108.6%
2026-03-31,https://min-repo.com/3013196/,スマスロ スーパーブラックジャック,787,1701,2/3,115.4%
2026-03-31,https://min-repo.com/3013196/,スマスロ新鬼武者3,694,2033,1/5,111.4%
2026-03-31,https://min-repo.com/3013196/,キングハナハナ-30,556,2790,2/2,106.6%
2026-03-31,https://min-repo.com/3013196/,A-SLOT+ ディスクアップ ULTRAREMIX,556,6996,1/2,102.6%
2026-03-31,https://min-repo.com/3013196/,吉宗,521,2552,1/4,106.8%
2026-03-31,https://min-repo.com/3013196/,Lパチスロ炎炎ノ消防隊2,352,3422,10/20,103.4%
2026-03-31,https://min-repo.com/3013196/,ファンキージャグラー２ＫＴ,320,4662,5/12,102.3%
2026-03-31,https://min-repo.com/3013196/,アレックス ブライト,313,2593,2/4,104%
2026-03-31,https://min-repo.com/3013196/,スマスロ バイオハザード5,309,1536,1/3,106.7%
2026-03-31,https://min-repo.com/3013196/,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,293,4403,1/3,102.2%
2026-03-31,https://min-repo.com/3013196/,Lパチスロ かぐや様は告らせたい,102,3210,2/5,101.1%
2026-03-31,https://min-repo.com/3013196/,ニューキングハナハナV‐30,57,3125,4/9,100.6%
2026-03-31,https://min-repo.com/3013196/,機種,平均差枚,平均G数,勝率,出率
2026-03-31,https://min-repo.com/3013196/,バーサスリヴァイズ,-93,6543,1/2,99.5%
2026-03-31,https://min-repo.com/3013196/,LBパチスロ ヱヴァンゲリヲン～約束の扉～,-93,1790,0/2,98.3%
2026-03-31,https://min-repo.com/3013196/,ネオアイムジャグラーEX,-100,3991,15/54,98.8%
2026-03-31,https://min-repo.com/3013196/,沖ドキ！BLACK,-150,3587,15/26,98.5%
2026-03-31,https://min-repo.com/3013196/,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,-150,2727,3/11,97.8%
2026-03-31,https://min-repo.com/3013196/,スマスロバジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,-150,1317,1/2,95.3%
2026-03-31,https://min-repo.com/3013196/,クレアの秘宝伝～はじまりの扉と太陽の石～ボーナストリガーver.,-200,4733,1/2,98.5%
2026-03-31,https://min-repo.com/3013196/,スマスロ 東京リベンジャーズ,-200,3848,1/2,98.2%
2026-03-31,https://min-repo.com/3013196/,ゴーゴージャグラー３,-200,5889,10/24,98.7%
2026-03-31,https://min-repo.com/3013196/,L範馬刃牙,-250,872,2/5,90.4%
2026-03-31,https://min-repo.com/3013196/,スマスロ北斗の拳 転生の章2,-250,4863,11/36,98.1%
2026-03-31,https://min-repo.com/3013196/,スマスロ ゴッドイーター リザレクション,-250,1015,0/3,90.9%
2026-03-31,https://min-repo.com/3013196/,SHAKE BONUS TRIGGER,-250,3632,1/4,97%
2026-03-31,https://min-repo.com/3013196/,ジャグラーガールズSS,-250,3759,1/8,97%
2026-03-31,https://min-repo.com/3013196/,スマスロ サンダーV,-250,4519,2/5,97.3%
2026-03-31,https://min-repo.com/3013196/,機種,平均差枚,平均G数,勝率,出率
2026-03-31,https://min-repo.com/3013196/,L戦国乙女４　戦乱に閃く炯眼の軍師,-250,1749,1/4,92.3%
2026-03-31,https://min-repo.com/3013196/,Lパチスロ革命機ヴァルヴレイヴ2,-250,2387,7/20,94.1%
2026-03-31,https://min-repo.com/3013196/,Lゴブリンスレイヤー,-250,2277,1/6,93.6%
2026-03-31,https://min-repo.com/3013196/,ハッピージャグラーＶＩＩＩ,-250,4095,1/3,96.1%
2026-03-31,https://min-repo.com/3013196/,プリズムナナ,-250,617,0/3,74.2%
2026-03-31,https://min-repo.com/3013196/,マイジャグラーV,-250,4421,9/41,96.3%
2026-03-31,https://min-repo.com/3013196/,スマスロ秘宝伝,-500,3313,1/2,94.6%
2026-03-31,https://min-repo.com/3013196/,L不二子BT,-500,2253,0/4,91.1%
2026-03-31,https://min-repo.com/3013196/,ミスタージャグラー,-500,4361,1/4,95%
2026-03-31,https://min-repo.com/3013196/,スマスロ ハナビ,-500,3758,2/6,93.6%
2026-03-31,https://min-repo.com/3013196/,スマスロモンキーターンV,-500,3087,4/16,92%
2026-03-31,https://min-repo.com/3013196/,スマスロ鉄拳6,-750,2165,1/10,88%
2026-03-31,https://min-repo.com/3013196/,L東京喰種,-750,4498,6/20,93.4%
2026-03-31,https://min-repo.com/3013196/,ウルトラミラクルジャグラー,-750,3090,0/5,90.4%
2026-03-31,https://min-repo.com/3013196/,スマスロ化物語,-750,6200,1/6,95.2%
2026-03-31,https://min-repo.com/3013196/,機種,平均差枚,平均G数,勝率,出率
2026-03-31,https://min-repo.com/3013196/,Lスマスロ北斗の拳,-750,4124,4/9,92.2%
2026-03-31,https://min-repo.com/3013196/,スマスロ 攻殻機動隊,-1000,7712,2/5,95.7%
2026-03-31,https://min-repo.com/3013196/,L少女☆歌劇 レヴュースタァライト -The SLOT-,-1000,2071,0/3,81.6%
2026-03-31,https://min-repo.com/3013196/,スマスロ 甲鉄城のカバネリ 海門決戦,-1000,8080,7/21,94.9%
2026-03-31,https://min-repo.com/3013196/,沖ドキ!ゴージャス 30Φ,-1000,4778,3/9,91.3%
2026-03-31,https://min-repo.com/3013196/,いざ！番長,-1250,2469,0/3,82.7%
2026-03-31,https://min-repo.com/3013196/,Lアズールレーン THE ANIMATION,-1250,2973,0/4,83.3%
2026-03-31,https://min-repo.com/3013196/,スマスロ モンスターハンターライズ,-1500,2010,1/6,74.7%
2026-04-01,https://min-repo.com/3015169/,A-SLOT+ ディスクアップ ULTRAREMIX,2500,6420,2/2,113%
2026-04-01,https://min-repo.com/3015169/,Lパチスロ革命機ヴァルヴレイヴ2,1093,3407,8/20,110.7%
2026-04-01,https://min-repo.com/3015169/,SHAKE BONUS TRIGGER,1088,4640,4/4,107.8%
2026-04-01,https://min-repo.com/3015169/,Lゴブリンスレイヤー,1019,3292,2/6,110.3%
2026-04-01,https://min-repo.com/3015169/,L範馬刃牙,981,2280,2/5,114.3%
2026-04-01,https://min-repo.com/3015169/,スマスロ新鬼武者3,556,2691,1/5,106.9%
2026-04-01,https://min-repo.com/3015169/,スマスロ北斗の拳 転生の章2,494,5146,16/36,103.2%
2026-04-01,https://min-repo.com/3015169/,スマスロ秘宝伝,347,2470,1/2,104.7%
2026-04-01,https://min-repo.com/3015169/,プリズムナナ,263,2359,1/3,103.7%
2026-04-01,https://min-repo.com/3015169/,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,247,2661,1/3,103.1%
2026-04-01,https://min-repo.com/3015169/,スマスロ 東京リベンジャーズ,232,2367,1/2,103.3%
2026-04-01,https://min-repo.com/3015169/,Lスマスロ北斗の拳,221,1998,5/9,103.7%
2026-04-01,https://min-repo.com/3015169/,いざ！番長,216,4719,2/3,101.5%
2026-04-01,https://min-repo.com/3015169/,Lパチスロ炎炎ノ消防隊2,178,7926,6/20,100.7%
2026-04-01,https://min-repo.com/3015169/,スマスロ ゴッドイーター リザレクション,170,3443,1/3,101.6%
2026-04-01,https://min-repo.com/3015169/,機種,平均差枚,平均G数,勝率,出率
2026-04-01,https://min-repo.com/3015169/,クレアの秘宝伝～はじまりの扉と太陽の石～ボーナストリガーver.,163,6029,1/2,100.9%
2026-04-01,https://min-repo.com/3015169/,バーサスリヴァイズ,162,6358,2/2,100.8%
2026-04-01,https://min-repo.com/3015169/,L東京喰種,162,4191,10/20,101.3%
2026-04-01,https://min-repo.com/3015169/,L ToLOVEるダークネス,108,2250,2/3,101.6%
2026-04-01,https://min-repo.com/3015169/,キングハナハナ-30,93,3550,1/2,100.9%
2026-04-01,https://min-repo.com/3015169/,スマスロ 甲鉄城のカバネリ 海門決戦,64,8107,8/21,100.3%
2026-04-01,https://min-repo.com/3015169/,スマスロ バイオハザード5,62,3457,2/3,100.6%
2026-04-01,https://min-repo.com/3015169/,L戦国乙女４　戦乱に閃く炯眼の軍師,47,3848,2/4,100.4%
2026-04-01,https://min-repo.com/3015169/,ゴーゴージャグラー３,-39,4421,9/24,99.7%
2026-04-01,https://min-repo.com/3015169/,ファンキージャグラー２ＫＴ,-69,3449,6/12,99.3%
2026-04-01,https://min-repo.com/3015169/,LBパチスロ ヱヴァンゲリヲン～約束の扉～,-100,2140,0/2,98.2%
2026-04-01,https://min-repo.com/3015169/,ミスタージャグラー,-100,3811,2/4,99%
2026-04-01,https://min-repo.com/3015169/,ジャグラーガールズSS,-100,3680,3/8,98.8%
2026-04-01,https://min-repo.com/3015169/,マイジャグラーV,-100,4716,14/41,99%
2026-04-01,https://min-repo.com/3015169/,L不二子BT,-150,1379,2/4,96.4%
2026-04-01,https://min-repo.com/3015169/,機種,平均差枚,平均G数,勝率,出率
2026-04-01,https://min-repo.com/3015169/,ネオアイムジャグラーEX,-150,4042,18/54,98.6%
2026-04-01,https://min-repo.com/3015169/,ウルトラミラクルジャグラー,-200,4936,1/5,98.6%
2026-04-01,https://min-repo.com/3015169/,ハッピージャグラーＶＩＩＩ,-200,2642,1/3,96.9%
2026-04-01,https://min-repo.com/3015169/,スマスロ スーパーブラックジャック,-250,4184,1/3,97.7%
2026-04-01,https://min-repo.com/3015169/,L無職転生～異世界行ったら本気だす～,-250,2579,2/6,94.8%
2026-04-01,https://min-repo.com/3015169/,Lアズールレーン THE ANIMATION,-250,3642,1/4,96%
2026-04-01,https://min-repo.com/3015169/,スマスロ サンダーV,-250,5811,1/5,97.2%
2026-04-01,https://min-repo.com/3015169/,L少女☆歌劇 レヴュースタァライト -The SLOT-,-250,2222,1/3,92.6%
2026-04-01,https://min-repo.com/3015169/,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,-500,3524,5/11,95.2%
2026-04-01,https://min-repo.com/3015169/,スマスロ モンスターハンターライズ,-500,4733,2/6,96.4%
2026-04-01,https://min-repo.com/3015169/,吉宗,-500,1482,1/4,88.5%
2026-04-01,https://min-repo.com/3015169/,沖ドキ!ゴージャス 30Φ,-500,4056,4/9,95.6%
2026-04-01,https://min-repo.com/3015169/,スマスロ ハナビ,-500,4959,1/6,96.3%
2026-04-01,https://min-repo.com/3015169/,沖ドキ！BLACK,-500,3509,10/26,94%
2026-04-01,https://min-repo.com/3015169/,スマスロバジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,-750,2284,0/2,88.2%
2026-04-01,https://min-repo.com/3015169/,機種,平均差枚,平均G数,勝率,出率
2026-04-01,https://min-repo.com/3015169/,ニューキングハナハナV‐30,-750,3175,2/9,90.4%
2026-04-01,https://min-repo.com/3015169/,スマスロモンキーターンV,-750,4087,4/16,92.6%
2026-04-01,https://min-repo.com/3015169/,アレックス ブライト,-1000,2768,0/4,87.5%
2026-04-01,https://min-repo.com/3015169/,パチスロ　甲鉄城のカバネリ,-1000,2208,0/3,83.7%
2026-04-01,https://min-repo.com/3015169/,スマスロ化物語,-1000,4253,1/6,91.5%
2026-04-01,https://min-repo.com/3015169/,スマスロ鉄拳6,-1000,3189,1/10,87.8%
2026-04-01,https://min-repo.com/3015169/,Lパチスロ かぐや様は告らせたい,-1000,4379,2/5,90.7%
2026-04-01,https://min-repo.com/3015169/,スマスロ 攻殻機動隊,-1250,5095,1/5,91.3%
2026-04-02,https://min-repo.com/3017165/,Lアズールレーン THE ANIMATION,2639,3035,3/4,129%
2026-04-02,https://min-repo.com/3017165/,いざ！番長,2346,3909,2/3,120%
2026-04-02,https://min-repo.com/3017165/,A-SLOT+ ディスクアップ ULTRAREMIX,2222,7655,2/2,109.7%
2026-04-02,https://min-repo.com/3017165/,L ToLOVEるダークネス,1266,2112,2/3,120%
2026-04-02,https://min-repo.com/3017165/,スマスロ鉄拳6,907,3074,6/10,109.8%
2026-04-02,https://min-repo.com/3017165/,SHAKE BONUS TRIGGER,903,3498,4/4,108.6%
2026-04-02,https://min-repo.com/3017165/,Lパチスロ革命機ヴァルヴレイヴ2,875,1901,9/20,115.3%
2026-04-02,https://min-repo.com/3017165/,L無職転生～異世界行ったら本気だす～,864,2202,4/6,113.1%
2026-04-02,https://min-repo.com/3017165/,LBパチスロ ヱヴァンゲリヲン～約束の扉～,811,4239,1/2,106.4%
2026-04-02,https://min-repo.com/3017165/,スマスロ 攻殻機動隊,704,4724,2/5,105%
2026-04-02,https://min-repo.com/3017165/,スマスロ化物語,556,4095,2/6,104.5%
2026-04-02,https://min-repo.com/3017165/,スマスロ ゴッドイーター リザレクション,448,1825,1/3,108.2%
2026-04-02,https://min-repo.com/3017165/,バーサスリヴァイズ,417,6194,1/2,102.2%
2026-04-02,https://min-repo.com/3017165/,L不二子BT,405,2202,3/4,106.1%
2026-04-02,https://min-repo.com/3017165/,スマスロ 東京リベンジャーズ,394,3560,1/2,103.7%
2026-04-02,https://min-repo.com/3017165/,機種,平均差枚,平均G数,勝率,出率
2026-04-02,https://min-repo.com/3017165/,スマスロ北斗の拳 転生の章2,334,3907,17/36,102.9%
2026-04-02,https://min-repo.com/3017165/,スマスロ秘宝伝,324,3396,1/2,103.2%
2026-04-02,https://min-repo.com/3017165/,ウルトラミラクルジャグラー,167,2941,2/5,101.9%
2026-04-02,https://min-repo.com/3017165/,クレアの秘宝伝～はじまりの扉と太陽の石～ボーナストリガーver.,139,2428,1/2,101.9%
2026-04-02,https://min-repo.com/3017165/,Lパチスロ炎炎ノ消防隊2,88,3770,8/20,100.8%
2026-04-02,https://min-repo.com/3017165/,ジャグラーガールズSS,58,4089,4/8,100.5%
2026-04-02,https://min-repo.com/3017165/,Lゴブリンスレイヤー,-62,1392,1/6,98.5%
2026-04-02,https://min-repo.com/3017165/,アレックス ブライト,-93,2603,1/4,98.8%
2026-04-02,https://min-repo.com/3017165/,スマスロモンキーターンV,-150,2641,3/16,98.1%
2026-04-02,https://min-repo.com/3017165/,ファンキージャグラー２ＫＴ,-150,4458,4/12,98.8%
2026-04-02,https://min-repo.com/3017165/,ハッピージャグラーＶＩＩＩ,-200,3889,1/3,98.3%
2026-04-02,https://min-repo.com/3017165/,スマスロ ハナビ,-200,5117,3/6,98.4%
2026-04-02,https://min-repo.com/3017165/,ニューキングハナハナV‐30,-200,3313,3/9,97.5%
2026-04-02,https://min-repo.com/3017165/,Lスマスロ北斗の拳,-250,2186,4/9,96%
2026-04-02,https://min-repo.com/3017165/,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,-250,837,1/3,88.3%
2026-04-02,https://min-repo.com/3017165/,機種,平均差枚,平均G数,勝率,出率
2026-04-02,https://min-repo.com/3017165/,スマスロ バイオハザード5,-250,2840,2/3,96.6%
2026-04-02,https://min-repo.com/3017165/,ゴーゴージャグラー３,-250,4608,7/24,97.5%
2026-04-02,https://min-repo.com/3017165/,ネオアイムジャグラーEX,-250,4134,16/54,96.9%
2026-04-02,https://min-repo.com/3017165/,沖ドキ！BLACK,-250,3422,8/20,96%
2026-04-02,https://min-repo.com/3017165/,L東京喰種,-250,3698,9/20,96.2%
2026-04-02,https://min-repo.com/3017165/,マイジャグラーV,-250,4252,14/41,96.7%
2026-04-02,https://min-repo.com/3017165/,L範馬刃牙,-250,2560,2/5,94.2%
2026-04-02,https://min-repo.com/3017165/,スマスロ サンダーV,-250,4947,1/5,96.9%
2026-04-02,https://min-repo.com/3017165/,スマスロ 甲鉄城のカバネリ 海門決戦,-500,8542,6/21,97.7%
2026-04-02,https://min-repo.com/3017165/,沖ドキ!ゴージャス 30Φ,-500,3118,3/9,93.7%
2026-04-02,https://min-repo.com/3017165/,吉宗,-500,2253,1/4,91.1%
2026-04-02,https://min-repo.com/3017165/,L戦国乙女４　戦乱に閃く炯眼の軍師,-500,3210,1/4,93%
2026-04-02,https://min-repo.com/3017165/,スマスロ モンスターハンターライズ,-500,3676,1/6,93.5%
2026-04-02,https://min-repo.com/3017165/,L少女☆歌劇 レヴュースタァライト -The SLOT-,-500,4678,1/3,94.8%
2026-04-02,https://min-repo.com/3017165/,スマスロ スーパーブラックジャック,-750,3155,0/3,90.7%
2026-04-02,https://min-repo.com/3017165/,機種,平均差枚,平均G数,勝率,出率
